schoolnummer,intern_vplnummer,net,naam,hoofdzetel,adres,straat,huisnummer,busnummer,postcode,gemeente,niscode,provinciecode,provincie,VWO-vestigingsplaatscode,crab-code,crab-huisnr,lx,ly,kbo-nummer,telefoon,fax,e-mail,website,beheerder(s),soort instelling,onderwijsniveau,instellingstype,begindatum,einddatum,status erkenning,clb,bestuur,scholengemeenschap,taalstelsel,ingerichte hoofdstructuren
604,1,Gemeenschapsonderwijs,GO! basisschool 't Klavertje,True,"Vonckstraat 44, 2270 Herenthout",Vonckstraat,44,,2270,Herenthout,13012,1,Antwerpen,,14551,3030439,177309,203170,"""KBO  0267.377.233""",014 51 13 39,,directie@bsklavertje.be,www.bsklavertje.be,Buermans Micha,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211
612,1,Gemeenschapsonderwijs,GO! basisschool De Wijngaard,True,"Wijngaardstraat 13, 2280 Grobbendonk",Wijngaardstraat,13,,2280,Grobbendonk,13010,1,Antwerpen,,14124,1986300,176095,209516,"""KBO  0267.377.233""",014 51 33 82,,directie@bs-dewijngaard.be,www.bs-dewijngaard.be,BOUWEN Gudrun,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211
621,3,Gemeenschapsonderwijs,GO! basisschool Kameleon,True,"Hertoginstraat 124, 2300 Turnhout",Hertoginstraat,124,,2300,Turnhout,13040,1,Antwerpen,,17529,2759000,188549,224078,"""KBO  0267.377.233""",014 41 41 78,0473 41 41 78,directie@basisschoolkameleon.be,www.basisschoolkameleon.be,Dekien Debbie - Gielen Tinneke,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,211-111-111-211
638,1,Gemeenschapsonderwijs,GO! basisschool De Smiskens,True,"Smiskensstraat 58, 2300 Turnhout",Smiskensstraat,58,,2300,Turnhout,13040,1,Antwerpen,,17705,1227864,190312,223075,"""KBO  0267.377.233""",014 41 30 76,,directie@desmiskens.be,www.desmiskens.be,CARETTE Dominique,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211
653,1,Gemeenschapsonderwijs,GO! basisschool 't Locomotiefje,True,"Karel Van Nyenlaan 12, 2340 Beerse",Karel Van Nyenlaan,12,,2340,Beerse,13004,1,Antwerpen,,13052,1991696,183704,223245,"""KBO  0267.377.233""",014 61 38 40,,info@locomotiefje.be,www.locomotiefje.be,DANEELS Liesbeth,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,211-111
679,1,Gemeenschapsonderwijs,GO! basisschool Talentenschool - Blink,True,"Bovenheide 27, 2380 Ravels",Bovenheide,27,,2380,Ravels,13035,1,Antwerpen,,16820,3996931,193306,228863,"""KBO  0267.377.233""",014 65 59 44,,directie@talentenschoolblink.be,www.talentenschoolblink.be,Schroyens Sarah,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,211-111
687,1,Gemeenschapsonderwijs,GO! basisschool Het Schrijvertje,True,"Guido Gezellestraat 10, 2400 Mol",Guido Gezellestraat,10,,2400,Mol,13025,1,Antwerpen,,16109,2954338,202503,209193,"""KBO  0267.377.233""",014 31 11 50,,directie@bshetschrijvertje.be,www.bshetschrijvertje.be,Van Limbergen Anne,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211
703,1,Gemeenschapsonderwijs,GO! basisschool De Vesten,True,"Augustijnenlaan 31, 2200 Herentals",Augustijnenlaan,31,,2200,Herentals,13011,1,Antwerpen,,14140,2994932,183145,207669,"""KBO  0267.377.233""",014 21 10 60,,directie@bsherentals.be,www.bsherentals.be,GEYSELINGS Carine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211-111
711,1,Gemeenschapsonderwijs,GO! freinetschool De Vlindertuin Lille,True,"Berg 10, 2275 Lille",Berg,10,,2275,Lille,13019,1,Antwerpen,,15345,2247349,182118,214169,"""KBO  0267.377.233""",014 88 06 35,,directie@freinetschoollille.be,www.freinetschoollille.be,Cnaepkens Pieter,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-111-211-211
729,1,Gemeenschapsonderwijs,GO! basisschool Willem Tell,True,"Voortkapelseweg 2, 2250 Olen",Voortkapelseweg,2,,2250,Olen,13029,1,Antwerpen,,16578,2198769,184056,203762,"""KBO  0267.377.233""",014 26 30 58,,directie@bs-willemtell.com,www.bs-willemtell.com,SUY Nathalie,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,211-111
737,1,Gemeenschapsonderwijs,GO! basisschool De Luchtballon,True,"Lebonstraat 45, 2440 Geel",Lebonstraat,45,,2440,Geel,13008,1,Antwerpen,,13618,2244331,193204,206153,"""KBO  0267.377.233""",014 58 60 46,,els.lenaerts@gogeel.be,www.luchtballongeel.be,Lenaerts Els,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211-111-211
752,1,Gemeenschapsonderwijs,GO! basisschool De Zevensprong,True,"Netestraat 33, 2480 Dessel",Netestraat,33,,2480,Dessel,13006,1,Antwerpen,,13298,3455697,202401,214488,"""KBO  0267.377.233""",014 37 74 82,,directie@zevensprongdessel.be,www.zevensprongdessel.be,JANSSENS Stijn,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211
761,1,Gemeenschapsonderwijs,GO! basisschool Curieuzeneuzen,True,"Boudewijnlaan 15_1, 2490 Balen",Boudewijnlaan,15_1,,2490,Balen,13003,1,Antwerpen,,12635,932068,205564,207317,"""KBO  0267.377.233""",014 81 17 38,,directie@curieuzeneuzen.school,https://curieuzeneuzen.school,Van Vaerenbergh Leen,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,211-111
794,1,Gemeenschapsonderwijs,GO! Atheneum Lier basisschool Het Molentje,True,"Eeuwfeestlaan 190, 2500 Lier",Eeuwfeestlaan,190,,2500,Lier,12021,1,Antwerpen,,10115,2642146,163944,203206,"""KBO  0267.377.233""",03 480 05 69,,grietr@atheneumlier.be,www.hetmolentje.be,ROSSAU Griet,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,211-111
802,1,Gemeenschapsonderwijs,GO! Atheneum Lier basisschool Stadspark,True,"Arthur Vanderpoortenlaan 35, 2500 Lier",Arthur Vanderpoortenlaan,35,,2500,Lier,12021,1,Antwerpen,,10058,1866652,164331,201994,"""KBO  0267.377.233""",03 480 78 80,,stadspark@atheneumlier.be,www.atheneumlier.be,DONCKERS Stef - Van Dijck Ghislaine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,211-111
811,1,Gemeenschapsonderwijs,GO! basisschool Bisterveld,True,"Nieuwstraat 26, 2560 Nijlen",Nieuwstraat,26,,2560,Nijlen,12026,1,Antwerpen,,11332,1451835,168168,203643,"""KBO  0267.377.233""",03 480 20 39,,directie@bisterveld.be,www.bisterveld.be,Venicx Dimitri,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,211-111
828,1,Gemeenschapsonderwijs,GO! basisschool De Bolster,True,"Hof van Riethlaan 3, 2640 Mortsel",Hof van Riethlaan,3,,2640,Mortsel,11029,1,Antwerpen,,5966,2520347,155938,206065,"""KBO  0267.377.233""",03 449 89 05,,directie@bolsterdorp.be,www.bolsterdorp.be,Vandael Liesbeth - Verdonck Hans,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,111-211
836,1,Gemeenschapsonderwijs,GO! basisschool 't Kofschip,True,"Baron de Celleslaan 1, 2650 Edegem",Baron de Celleslaan,1,,2650,Edegem,11013,1,Antwerpen,,4461,2507165,154624,205180,"""KBO  0267.377.233""",03 448 13 43,,directie@bstkofschip.be,www.bstkofschip.be,DRIESMANS Marleen,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,111-211
844,2,Gemeenschapsonderwijs,GO! basisschool 't Groen Schooltje,True,"Boechoutsesteenweg 31, 2540 Hove",Boechoutsesteenweg,31,,2540,Hove,11021,1,Antwerpen,,4971,728124,157323,205034,"""KBO  0267.377.233""",03 455 48 06,,info@tgroenschooltje.be,www.tgroenschooltje.be,VAN DAEL Brigitte,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,211-111
851,1,Gemeenschapsonderwijs,GO! basisschool De Schans,True,"Kruisschanslei 42, 2550 Kontich",Kruisschanslei,42,,2550,Kontich,11024,1,Antwerpen,,5718,166638,155188,202178,"""KBO  0267.377.233""",03 457 32 73,,directie@deschans-kontich.be,www.deschans-kontich.be,SCHRAMME Sofie,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,211-111
869,1,Gemeenschapsonderwijs,GO! basisschool Kiliaan,True,"Rooienberg 52, 2570 Duffel",Rooienberg,52,,2570,Duffel,12009,1,Antwerpen,,9511,2900054,158870,198484,"""KBO  0267.377.233""",015 31 17 52,,directie@kiliaan.be,www.kiliaan.be,BIESEN Kim,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,111-111-211-211
877,2,Gemeenschapsonderwijs,GO! Atheneum Lier leefschool Dagpauwoog,True,"Dorpsstraat 63, 2500 Lier",Dorpsstraat,63,,2500,Lier,12021,1,Antwerpen,,10110,2522717,166740,198471,"""KBO  0267.377.233""",03 482 14 15,,dagpauwoog@atheneumlier.be,www.dagpauwoog.be,VAN ROY Lieve,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120543,Nederlandstalig,211-111
885,1,Gemeenschapsonderwijs,GO! basisschool Parkschool Ieperman,True,"Kerkelei 43, 2610 Antwerpen",Kerkelei,43,,2610,Antwerpen,11002,1,Antwerpen,,1506,2477029,151930,206571,"""KBO  0267.374.857""",03 827 11 18,,info@parkschoolieperman.be,www.parkschoolieperman.be,Olieslagers Ann,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114272,113803,138784,Nederlandstalig,211-111
893,1,Gemeenschapsonderwijs,GO! basisschool Mercator Rupelmonde,True,"Geeraard de Cremerstraat 91A, 9150 Kruibeke",Geeraard de Cremerstraat,91A,,9150,Kruibeke,46013,4,Oost-Vlaanderen,,76776,4489537,144709,202339,"""KBO  0267.381.290""",03 774 18 23,,info@mercatorschool.be,www.mercatorschool.be,VAN HEES NICK,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,111-111-211
901,1,Gemeenschapsonderwijs,GO! basisschool De Blokkendoos,True,"Leon Gilliotlaan 58, 2630 Aartselaar",Leon Gilliotlaan,58,,2630,Aartselaar,11001,1,Antwerpen,,76,2080553,151226,202144,"""KBO  0850.037.427""",03 887 66 91,,directeur@bsdeblokkendoos.be,www.bsdeblokkendoos.be,Janssens Brenda,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114314,113852,120485,Nederlandstalig,111-211
919,1,Gemeenschapsonderwijs,GO! basisschool De Hoeksteen,True,"Tuyaertsstraat 53, 2850 Boom",Tuyaertsstraat,53,,2850,Boom,11005,1,Antwerpen,,3656,735447,150025,197441,"""KBO  0850.037.427""",03 888 02 17,,directeur@dehoeksteen-boom.be,www.dehoeksteen-boom.be,DE CNODDER Sigrid,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114314,113852,120485,Nederlandstalig,211-111-211-111
927,1,Gemeenschapsonderwijs,GO! basisschool Park,True,"Van Leriuslaan 221, 2850 Boom",Van Leriuslaan,221,,2850,Boom,11005,1,Antwerpen,,3661,2521250,150463,198620,"""KBO  0850.037.427""",03 888 20 18,,directeur@boompark.be,www.boompark.be,SPIESSENS Vanessa,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114314,113852,120485,Nederlandstalig,111-211-111-211
935,1,Gemeenschapsonderwijs,GO! basisschool 't Kasteeltje,True,"Molenstraat 7, 2870 Puurs-Sint-Amands",Molenstraat,7,,2870,Puurs-Sint-Amands,12041,1,Antwerpen,,204729,4361853,144373,195844,"""KBO  0850.037.427""",03 889 15 30,,directeur@kasteeltje-puurs.be,www.kasteeltje-puurs.be,CORNU Tom,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114314,113852,120485,Nederlandstalig,111-211
943,1,Gemeenschapsonderwijs,GO! basisschool De Linde,True,"Lindestraat 123A, 2880 Bornem",Lindestraat,123A,,2880,Bornem,12007,1,Antwerpen,,9309,4199838,141306,198399,"""KBO  0850.037.427""",03 897 98 16,,info@bsdelinde.net,www.bsdelinde.net,Ooms Elien,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114314,113852,120485,Nederlandstalig,111-111-211-211
951,1,Gemeenschapsonderwijs,GO! basisschool De Schorre,True,"Jan Van Droogenbroeckstraat 49, 2890 Puurs-Sint-Amands",Jan Van Droogenbroeckstraat,49,,2890,Puurs-Sint-Amands,12041,1,Antwerpen,,204652,4356560,138590,194156,"""KBO  0850.037.427""",052 33 21 05,,directeur@bsdeschorre.be,www.bsdeschorre.be,MICHIELS Katleen,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114314,113852,120485,Nederlandstalig,111-211
968,1,Gemeenschapsonderwijs,GO! basisschool De Klimroos-De Wijsneus Temse,True,"Clemens De Landtsheerlaan 3, 9140 Temse",Clemens De Landtsheerlaan,3,,9140,Temse,46025,4,Oost-Vlaanderen,,78227,3080163,138628,202305,"""KBO  0267.381.290""",03 771 07 12,,bs.klimroos.temse@telenet.be,www.klimroostemse.be,Janssens Nick,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,111-211-211-111
976,1,Gemeenschapsonderwijs,GO! basisschool De Tovertuin Sint-Niklaas,True,"Slachthuisstraat 68, 9100 Sint-Niklaas",Slachthuisstraat,68,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77933,2710659,134191,207066,"""KBO  0267.381.290""",03 766 64 44,0479 773 879,directie@detovertuin.be,www.detovertuin.be,VAN DEN BERGH Kristien,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,111-211-111-211
984,1,Gemeenschapsonderwijs,GO! basisschool De Watertoren Sint-Niklaas,True,"Watertorenstraat 1, 9100 Sint-Niklaas",Watertorenstraat,1,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77995,3554745,134632,205310,"""KBO  0267.381.290""",03 780 79 15,,directie@bsdewatertoren.be,www.bsdewatertoren.be,Van Raemdonck Tine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,111-211
1008,1,Gemeenschapsonderwijs,GO! basisschool Het Laar,True,"Laarstraat 10, 2070 Zwijndrecht",Laarstraat,10,,2070,Zwijndrecht,11056,1,Antwerpen,,8575,1861577,147408,211644,"""KBO  0267.374.857""",03 252 80 95,,directie@basisschoolhetlaar.be,www.basisschoolhetlaar.be,DE RUIJTER Elke,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114272,113803,138784,Nederlandstalig,211-111
1016,1,Gemeenschapsonderwijs,GO! basisschool De Bever Beveren-Waas,True,"Donkvijverstraat 30, 9120 Beveren",Donkvijverstraat,30,,9120,Beveren,46003,4,Oost-Vlaanderen,,76284,149483,141676,211640,"""KBO  0267.381.290""",03 750 96 85,03 750 96 84,directie@bsdebever.be,www.bsdebever.be,Saey Sabrina,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,111-211
1024,1,Gemeenschapsonderwijs,GO! basisschool Reynaert kruibeke,True,"Kattestraat 68, 9150 Kruibeke",Kattestraat,68,,9150,Kruibeke,46013,4,Oost-Vlaanderen,,76815,2905640,145622,206895,"""KBO  0267.381.290""",03 774 15 68,,directie@basisschoolreynaert.be,www.basisschoolreynaert.be,Goossens Martine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,211-111
1032,2,Gemeenschapsonderwijs,GO! basisschool De Bron De Klinge,True,"Buitenstraat 2, 9170 Sint-Gillis-Waas",Buitenstraat,2,,9170,Sint-Gillis-Waas,46020,4,Oost-Vlaanderen,,77344,2644961,129897,215722,"""KBO  0267.381.290""",03 770 57 11,,directie@bsdebron.be,www.bsdebron.be,Van Overmeire Bart,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,211-111
1041,1,Gemeenschapsonderwijs,GO! basisschool De Zonnewijzer,True,"Beukenlaan 9, 9130 Beveren",Beukenlaan,9,,9130,Beveren,46003,4,Oost-Vlaanderen,,76225,2049217,136668,220160,"""KBO  0267.381.290""",03 773 47 90,,directie@sterappel.be,www.leefschooldezonnewijzer.be,Driesmans Christine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,113969,121384,Nederlandstalig,211-111-211-111
1057,1,Gemeenschapsonderwijs,GO! basisschool Dubbelsprong,True,"Zandpoortvest 9, 2800 Mechelen",Zandpoortvest,9,,2800,Mechelen,12025,1,Antwerpen,,11131,1242683,158417,190630,"""KBO  0267.376.441""",015 20 32 36,,directie@dubbelsprong.be,www.dubbelsprong.be,HOREMANS Ingrid,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,129155,Nederlandstalig,211-111
1065,2,Gemeenschapsonderwijs,GO! basisschool Lyceum,True,"Caputsteenstraat 51, 2800 Mechelen",Caputsteenstraat,51,,2800,Mechelen,12025,1,Antwerpen,,10468,1791253,158403,191677,"""KBO  0267.376.441""",015 20 43 09,,info@bslyceum.be,www.bslyceum.be,HEREMANS Wendy,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,129155,Nederlandstalig,111-211
1073,2,Gemeenschapsonderwijs,GO! basisschool De Vlindertuin,True,"Cypriaan de Rorestraat 25, 2800 Mechelen",Cypriaan de Rorestraat,25,,2800,Mechelen,12025,1,Antwerpen,,10478,261746,157206,188861,"""KBO  0267.376.441""",015 41 16 02,,directie@devlindertuinmechelen.be,www.devlindertuinmechelen.be,Van Campenhout Nadia,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,129155,Nederlandstalig,111-211
1081,1,Gemeenschapsonderwijs,GO! basisschool Atheneum Keerbergen,True,"Vlieghavenlaan 18, 3140 Keerbergen",Vlieghavenlaan,18,,3140,Keerbergen,24048,V,Vlaams-Brabant,,34017,1743601,170304,188114,"""KBO  0267.376.441""",015 23 53 61,,directie@basisschool-keerbergen.be,www.basisschool-keerbergen.be,OTTAVIANO Carol,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,122119,Nederlandstalig,211-111
1099,1,Gemeenschapsonderwijs,GO! basisschool Alice Nahon,True,"Mechelbaan 559, 2580 Putte",Mechelbaan,559,,2580,Putte,12029,1,Antwerpen,,11534,1499674,168023,193639,"""KBO  0267.376.441""",015 76 75 22,,directie@alicenahonschool.be,www.alicenahonschool.be,Akulava Alena,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,122119,Nederlandstalig,211-111
1107,1,Gemeenschapsonderwijs,GO! basisschool Dr. Jozef Weyns,True,"Jan De Cordesstr. 58, 2580 Putte",Jan De Cordesstr.,58,,2580,Putte,12029,1,Antwerpen,,11500,341716,170836,194456,"""KBO  0267.376.441""",015 76 71 21,,secretariaat@bs-drjozefweyns.be,www.bs-drjozefweyns.be,CAMPS Cynthia,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,122119,Nederlandstalig,211-111
1123,2,Gemeenschapsonderwijs,GO! basisschool Ter Berken,True,"Ambroossteenweg 13, 1981 Zemst",Ambroossteenweg,13,,1981,Zemst,23096,V,Vlaams-Brabant,,29910,726495,158820,186914,"""KBO  0267.376.441""",015 61 23 69,,directie@terberken.be,www.terberken.be,VAN GOETHEM David,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,129155,Nederlandstalig,211-111
1149,1,Gemeenschapsonderwijs,GO! basisschool Hertog Karel Wilsele,True,"Hoogveldweg 5, 3012 Leuven",Hoogveldweg,5,,3012,Leuven,24062,V,Vlaams-Brabant,,34915,2620764,174730,179724,"""KBO  0267.378.817""",016 44 46 37,,secretariaat@hertogkarel.be,www.hertogkarel.be,VEN Jimmy,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114363,113902,120841,Nederlandstalig,111-111-211-211
1156,2,Gemeenschapsonderwijs,GO! basisschool Pee & Nel,True,"Jean-Baptiste Van Monsstraat 6, 3000 Leuven",Jean-Baptiste Van Monsstraat,6,,3000,Leuven,24062,V,Vlaams-Brabant,,34930,2008646,173882,174769,"""KBO  0267.378.817""",016 20 74 51,,annick.tricot@huis11.be,www.peeennel.be,TRICOT Annick,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114363,113902,120841,Nederlandstalig,211-111
1164,1,Gemeenschapsonderwijs,GO! basisschool De Klare Bron/ De Grasmus,True,"Jules Vandenbemptlaan 14, 3001 Leuven",Jules Vandenbemptlaan,14,,3001,Leuven,24062,V,Vlaams-Brabant,,34958,1365142,172569,172544,"""KBO  0267.378.817""",016 22 26 73,,begga.willems@huis11.be,www.leefscholenleuven.be,WILLEMS Begga,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114363,113902,120841,Nederlandstalig,211-211-111-111
1172,1,Gemeenschapsonderwijs,GO! basisschool Hertog Jan,True,"Kerkhoflaan 28, 3070 Kortenberg",Kerkhoflaan,28,,3070,Kortenberg,24055,V,Vlaams-Brabant,,34259,2610038,161851,175473,"""KBO  0267.378.421""",02 759 68 25,,directie@hertogjan.be,www.hertogjan.be,COUCKE Rita,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114355,113894,121947,Nederlandstalig,211-111
1181,1,Gemeenschapsonderwijs,GO! basisschool - Spectrum,True,"Tiendeschuurstraat 17, 1910 Kampenhout",Tiendeschuurstraat,17,,1910,Kampenhout,23038,V,Vlaams-Brabant,,26859,1125494,163252,180996,"""KBO  0267.378.421""",016 65 54 27,,directie@go-spectrum.be,www.go-spectrum.be,BOGAERTS Stef,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114355,113894,121947,Nederlandstalig,111-211-211-111
1198,1,Gemeenschapsonderwijs,GO! basisschool 't Wensbos,True,"Frans Coeckelbergsstraat 17A, 2220 Heist-op-den-Berg",Frans Coeckelbergsstraat,17A,,2220,Heist-op-den-Berg,12014,1,Antwerpen,,9649,2335717,175161,196001,"""KBO  0267.376.441""",0477 82 11 21,,directie.twensbos@atheneumheist.be,www.atheneumheist.be,Akulava Alena,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,122119,Nederlandstalig,111-211
1206,1,Gemeenschapsonderwijs,GO! basisschool De Cocon,True,"Veldonkstraat 10, 3120 Tremelo",Veldonkstraat,10,,3120,Tremelo,24109,V,Vlaams-Brabant,,36979,823309,173556,186659,"""KBO  0267.376.441""",016 53 16 98,,directie@bs-decocon.be,www.bs-decocon.be,MOESKOPS Elke,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114306,113845,122119,Nederlandstalig,211-111
1222,1,Gemeenschapsonderwijs,GO! basisschool De Letterboom,True,"Kerkstraat 10, 2230 Herselt",Kerkstraat,10,,2230,Herselt,13013,1,Antwerpen,,14629,703949,185755,193754,"""KBO  0267.377.233""",014 54 49 80,,directie@bs-deletterboom.be,www.bs-deletterboom.be,TIEBOS Carla,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,111-211
1231,1,Gemeenschapsonderwijs,GO! Daltonschool Het Leerlabo,True,"Spikdorenveld 22, 2260 Westerlo",Spikdorenveld,22,,2260,Westerlo,13049,1,Antwerpen,,18352,1675114,187695,197585,"""KBO  0267.377.233""",014 53 86 56,,directie.daltonschool@hetleerlabo.be,www.hetleerlabo.be,Peeters Kristin,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114322,113861,120031,Nederlandstalig,211-111
1248,3,Gemeenschapsonderwijs,GO! basisschool Regenboog Kessel-lo,True,"Schoolstraat 2, 3010 Leuven",Schoolstraat,2,,3010,Leuven,24062,V,Vlaams-Brabant,,35315,2933595,175265,173981,"""KBO  0267.378.817""",016 25 74 46,,ludo.van.meensel@huis11.be,www.regenboog.be,VAN MEENSEL Ludo,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114363,113902,120841,Nederlandstalig,111-211
1255,1,Gemeenschapsonderwijs,GO! basisschool De Winge Tielt-Winge,True,"Halensebaan 16, 3390 Tielt-Winge",Halensebaan,16,,3390,Tielt-Winge,24135,V,Vlaams-Brabant,,37527,2786397,186117,177585,"""KBO  0267.379.213""",016 63 45 32,,boris.skatchkoff@adite.be,www.bsdewinge.be,SKATCHKOFF Boris,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114397,113911,122176,Nederlandstalig,111-211
